"speaker","token","diortri","focus_condition","focus_no","citation_tone","sandhi_tone","sandhi_tone_var","syllable_no","citation_no","ind_no","sync_tone1","sync_tone2","sync_tone3","hist_tone1","hist_tone2","hist_tone3","syntax","time","f0","norm_f0"
"S3","青椒","di","ct",NA,"HH_HH","MMMH",NA,2,"1","S3_1_ct","HH","HH",NA,"yinping","yinping",NA,"L","15",230.239552025103,-0.156831015357752
"S3","青椒","di","ct",NA,"HH_HH","MMMH",NA,2,"1","S3_1_ct","HH","HH",NA,"yinping","yinping",NA,"L","16",233.378097735843,-0.0653660526249556
"S3","青椒","di","ct",NA,"HH_HH","MMMH",NA,2,"1","S3_1_ct","HH","HH",NA,"yinping","yinping",NA,"L","17",236.222211444616,0.0164622460567028
"S3","青椒","di","ct",NA,"HH_HH","MMMH",NA,2,"1","S3_1_ct","HH","HH",NA,"yinping","yinping",NA,"L","18",239.668642275283,0.114309677903505
"S3","青椒","di","ct",NA,"HH_HH","MMMH",NA,2,"1","S3_1_ct","HH","HH",NA,"yinping","yinping",NA,"L","19",243.770463733484,0.22894673447144
"S3","青椒","di","ct",NA,"HH_HH","MMMH",NA,2,"1","S3_1_ct","HH","HH",NA,"yinping","yinping",NA,"L","20",244.894371188253,0.260020927562116
"S3","书包","di","ct",NA,"HH_HH","MMMH",NA,1,"3","S3_3_ct","HH","HH",NA,"yinping","yinping",NA,"L","1",215.913477336862,-0.590813621803321
"S3","书包","di","ct",NA,"HH_HH","MMMH",NA,1,"3","S3_3_ct","HH","HH",NA,"yinping","yinping",NA,"L","2",220.8333269186,-0.438611716146456
"S3","书包","di","ct",NA,"HH_HH","MMMH",NA,1,"3","S3_3_ct","HH","HH",NA,"yinping","yinping",NA,"L","3",225.497683383982,-0.297413206696934
"S3","书包","di","ct",NA,"HH_HH","MMMH",NA,1,"3","S3_3_ct","HH","HH",NA,"yinping","yinping",NA,"L","4",228.890325477488,-0.19653464426379
"S3","书包","di","ct",NA,"HH_HH","MMMH",NA,1,"3","S3_3_ct","HH","HH",NA,"yinping","yinping",NA,"L","5",230.198697146007,-0.158029830353964
"S3","书包","di","ct",NA,"HH_HH","MMMH",NA,1,"3","S3_3_ct","HH","HH",NA,"yinping","yinping",NA,"L","6",230.838365395917,-0.139284251136775
"S3","书包","di","ct",NA,"HH_HH","MMMH",NA,1,"3","S3_3_ct","HH","HH",NA,"yinping","yinping",NA,"L","7",230.143366128724,-0.159653761559126
"S3","书包","di","ct",NA,"HH_HH","MMMH",NA,1,"3","S3_3_ct","HH","HH",NA,"yinping","yinping",NA,"L","8",228.297402227399,-0.21405664886163
"S3","书包","di","ct",NA,"HH_HH","MMMH",NA,1,"3","S3_3_ct","HH","HH",NA,"yinping","yinping",NA,"L","9",225.402696155199,-0.300259399086803
"S3","书包","di","ct",NA,"HH_HH","MMMH",NA,1,"3","S3_3_ct","HH","HH",NA,"yinping","yinping",NA,"L","10",222.609643504471,-0.384490873582139
"S3","书包","di","ct",NA,"HH_HH","MMMH",NA,2,"3","S3_3_ct","HH","HH",NA,"yinping","yinping",NA,"L","11",221.113182913612,-0.430056231932316
"S3","书包","di","ct",NA,"HH_HH","MMMH",NA,2,"3","S3_3_ct","HH","HH",NA,"yinping","yinping",NA,"L","12",222.28970772753,-0.394206722221632
"S3","书包","di","ct",NA,"HH_HH","MMMH",NA,2,"3","S3_3_ct","HH","HH",NA,"yinping","yinping",NA,"L","13",222.252744441787,-0.39533012879275
"S3","书包","di","ct",NA,"HH_HH","MMMH",NA,2,"3","S3_3_ct","HH","HH",NA,"yinping","yinping",NA,"L","14",221.957392816009,-0.404313318982816
"S3","书包","di","ct",NA,"HH_HH","MMMH",NA,2,"3","S3_3_ct","HH","HH",NA,"yinping","yinping",NA,"L","15",223.448733671019,-0.359075466289065
"S3","书包","di","ct",NA,"HH_HH","MMMH",NA,2,"3","S3_3_ct","HH","HH",NA,"yinping","yinping",NA,"L","16",227.200367596168,-0.2465964243723
"S3","书包","di","ct",NA,"HH_HH","MMMH",NA,2,"3","S3_3_ct","HH","HH",NA,"yinping","yinping",NA,"L","17",230.898725751473,-0.137518064236739
"S3","书包","di","ct",NA,"HH_HH","MMMH",NA,2,"3","S3_3_ct","HH","HH",NA,"yinping","yinping",NA,"L","18",234.158543389194,-0.0428129109971626
"S3","书包","di","ct",NA,"HH_HH","MMMH",NA,2,"3","S3_3_ct","HH","HH",NA,"yinping","yinping",NA,"L","19",237.52761022574,0.053690689005255
"S3","书包","di","ct",NA,"HH_HH","MMMH",NA,2,"3","S3_3_ct","HH","HH",NA,"yinping","yinping",NA,"L","20",240.680436342448,0.142768402893149
"S3","樱花","di","ct",NA,"HH_HH","MMMH",NA,1,"9","S3_9_ct","HH","HH",NA,"yinping","yinping",NA,"L","1",248.725636752877,0.36488768819867
"S3","樱花","di","ct",NA,"HH_HH","MMMH",NA,1,"9","S3_9_ct","HH","HH",NA,"yinping","yinping",NA,"L","2",241.896939264857,0.176826999540843
"S3","樱花","di","ct",NA,"HH_HH","MMMH",NA,1,"9","S3_9_ct","HH","HH",NA,"yinping","yinping",NA,"L","3",233.269084276359,-0.0685223005676323
"S3","樱花","di","ct",NA,"HH_HH","MMMH",NA,1,"9","S3_9_ct","HH","HH",NA,"yinping","yinping",NA,"L","4",235.050071274907,-0.0171415373816457
"S3","樱花","di","ct",NA,"HH_HH","MMMH",NA,1,"9","S3_9_ct","HH","HH",NA,"yinping","yinping",NA,"L","5",236.657485825939,0.0288985747314274
"S3","樱花","di","ct",NA,"HH_HH","MMMH",NA,1,"9","S3_9_ct","HH","HH",NA,"yinping","yinping",NA,"L","6",237.067125288915,0.0405816070612956
"S3","樱花","di","ct",NA,"HH_HH","MMMH",NA,1,"9","S3_9_ct","HH","HH",NA,"yinping","yinping",NA,"L","7",237.537549357708,0.0539733558726539
"S3","樱花","di","ct",NA,"HH_HH","MMMH",NA,1,"9","S3_9_ct","HH","HH",NA,"yinping","yinping",NA,"L","8",237.06658154924,0.0405661128375798
"S3","樱花","di","ct",NA,"HH_HH","MMMH",NA,1,"9","S3_9_ct","HH","HH",NA,"yinping","yinping",NA,"L","9",235.251211044906,-0.0113632193283382
"S3","樱花","di","ct",NA,"HH_HH","MMMH",NA,1,"9","S3_9_ct","HH","HH",NA,"yinping","yinping",NA,"L","10",239.836012999975,0.119025596678653
"S3","樱花","di","ct",NA,"HH_HH","MMMH",NA,2,"9","S3_9_ct","HH","HH",NA,"yinping","yinping",NA,"L","11",255.351746003182,0.542497120690488
"S3","樱花","di","ct",NA,"HH_HH","MMMH",NA,2,"9","S3_9_ct","HH","HH",NA,"yinping","yinping",NA,"L","12",244.322126303292,0.244217159273168
"S3","樱花","di","ct",NA,"HH_HH","MMMH",NA,2,"9","S3_9_ct","HH","HH",NA,"yinping","yinping",NA,"L","13",232.950292870286,-0.0777606839957599
"S3","樱花","di","ct",NA,"HH_HH","MMMH",NA,2,"9","S3_9_ct","HH","HH",NA,"yinping","yinping",NA,"L","14",233.036756513831,-0.0752537706600606
"S3","樱花","di","ct",NA,"HH_HH","MMMH",NA,2,"9","S3_9_ct","HH","HH",NA,"yinping","yinping",NA,"L","15",235.530226973923,-0.00335585945009971
"S3","樱花","di","ct",NA,"HH_HH","MMMH",NA,2,"9","S3_9_ct","HH","HH",NA,"yinping","yinping",NA,"L","16",240.043126495345,0.124856773135213
"S3","樱花","di","ct",NA,"HH_HH","MMMH",NA,2,"9","S3_9_ct","HH","HH",NA,"yinping","yinping",NA,"L","17",247.574063662493,0.333538384128025
"S3","樱花","di","ct",NA,"HH_HH","MMMH",NA,2,"9","S3_9_ct","HH","HH",NA,"yinping","yinping",NA,"L","18",254.5919273102,0.522366010906016
"S3","樱花","di","ct",NA,"HH_HH","MMMH",NA,2,"9","S3_9_ct","HH","HH",NA,"yinping","yinping",NA,"L","19",257.350325134081,0.595164063121841
"S3","樱花","di","ct",NA,"HH_HH","MMMH",NA,2,"9","S3_9_ct","HH","HH",NA,"yinping","yinping",NA,"L","20",259.036030683625,0.639269094023285
"S3","青菜","di","ct",NA,"HH_HL","MMMH",NA,1,"11","S3_11_ct","HH","HL",NA,"yinping","yinqu",NA,"L","1",260.643128692742,0.681050983593337
"S3","青菜","di","ct",NA,"HH_HL","MMMH",NA,1,"11","S3_11_ct","HH","HL",NA,"yinping","yinqu",NA,"L","2",256.943660331781,0.584480776994908
"S3","青菜","di","ct",NA,"HH_HL","MMMH",NA,1,"11","S3_11_ct","HH","HL",NA,"yinping","yinqu",NA,"L","3",249.501608098188,0.385930229716798
"S3","青菜","di","ct",NA,"HH_HL","MMMH",NA,1,"11","S3_11_ct","HH","HL",NA,"yinping","yinqu",NA,"L","4",246.604254499531,0.307023924305887
"S3","青菜","di","ct",NA,"HH_HL","MMMH",NA,1,"11","S3_11_ct","HH","HL",NA,"yinping","yinqu",NA,"L","5",245.94462294777,0.288930033007511
"S3","青菜","di","ct",NA,"HH_HL","MMMH",NA,1,"11","S3_11_ct","HH","HL",NA,"yinping","yinqu",NA,"L","6",243.977708762541,0.234687477773693
"S3","青菜","di","ct",NA,"HH_HL","MMMH",NA,1,"11","S3_11_ct","HH","HL",NA,"yinping","yinqu",NA,"L","7",241.428014121728,0.163718769080822
"S3","青菜","di","ct",NA,"HH_HL","MMMH",NA,1,"11","S3_11_ct","HH","HL",NA,"yinping","yinqu",NA,"L","8",239.483391308208,0.10908611535021
"S3","青菜","di","ct",NA,"HH_HL","MMMH",NA,1,"11","S3_11_ct","HH","HL",NA,"yinping","yinqu",NA,"L","9",237.973078159593,0.0663481050304372
"S3","青菜","di","ct",NA,"HH_HL","MMMH",NA,1,"11","S3_11_ct","HH","HL",NA,"yinping","yinqu",NA,"L","10",242.879281153325,0.204204990738364
"S3","青菜","di","ct",NA,"HH_HL","MMMH",NA,2,"11","S3_11_ct","HH","HL",NA,"yinping","yinqu",NA,"L","11",257.071079907584,0.58782997034772
"S3","青菜","di","ct",NA,"HH_HL","MMMH",NA,2,"11","S3_11_ct","HH","HL",NA,"yinping","yinqu",NA,"L","12",260.445868578335,0.675936438308113
"S3","青菜","di","ct",NA,"HH_HL","MMMH",NA,2,"11","S3_11_ct","HH","HL",NA,"yinping","yinqu",NA,"L","13",250.806953780938,0.421180968029954
"S3","青菜","di","ct",NA,"HH_HL","MMMH",NA,2,"11","S3_11_ct","HH","HL",NA,"yinping","yinqu",NA,"L","14",246.672371083729,0.30888962493465
"S3","青菜","di","ct",NA,"HH_HL","MMMH",NA,2,"11","S3_11_ct","HH","HL",NA,"yinping","yinqu",NA,"L","15",249.779891923234,0.393460701140982
"S3","青菜","di","ct",NA,"HH_HL","MMMH",NA,2,"11","S3_11_ct","HH","HL",NA,"yinping","yinqu",NA,"L","16",254.807312787897,0.528078663066316
"S3","青菜","di","ct",NA,"HH_HL","MMMH",NA,2,"11","S3_11_ct","HH","HL",NA,"yinping","yinqu",NA,"L","17",260.042656957008,0.66546993540906
"S3","青菜","di","ct",NA,"HH_HL","MMMH",NA,2,"11","S3_11_ct","HH","HL",NA,"yinping","yinqu",NA,"L","18",263.588451823184,0.756960105532277
"S3","青菜","di","ct",NA,"HH_HL","MMMH",NA,2,"11","S3_11_ct","HH","HL",NA,"yinping","yinqu",NA,"L","19",263.504396405388,0.754805547375268
"S3","青菜","di","ct",NA,"HH_HL","MMMH",NA,2,"11","S3_11_ct","HH","HL",NA,"yinping","yinqu",NA,"L","20",260.579216132857,0.679394287610215
"S3","樱桃","di","ct",NA,"HH_RF","MMMH",NA,1,"17","S3_17_ct","HH","LHL",NA,"yinping","yangping",NA,"L","1",220.342059844084,-0.453656508308135
"S3","樱桃","di","ct",NA,"HH_RF","MMMH",NA,1,"17","S3_17_ct","HH","LHL",NA,"yinping","yangping",NA,"L","2",229.1008675098,-0.190323646903464
"S3","樱桃","di","ct",NA,"HH_RF","MMMH",NA,1,"17","S3_17_ct","HH","LHL",NA,"yinping","yangping",NA,"L","3",222.789782858663,-0.37902652241154
"S3","樱桃","di","ct",NA,"HH_RF","MMMH",NA,1,"17","S3_17_ct","HH","LHL",NA,"yinping","yangping",NA,"L","4",221.515333350424,-0.41778102267067
"S3","樱桃","di","ct",NA,"HH_RF","MMMH",NA,1,"17","S3_17_ct","HH","LHL",NA,"yinping","yangping",NA,"L","5",221.986872168905,-0.40341616058485
"S3","樱桃","di","ct",NA,"HH_RF","MMMH",NA,1,"17","S3_17_ct","HH","LHL",NA,"yinping","yangping",NA,"L","6",221.936379486867,-0.404952899817553
"S3","樱桃","di","ct",NA,"HH_RF","MMMH",NA,1,"17","S3_17_ct","HH","LHL",NA,"yinping","yangping",NA,"L","7",221.187376492054,-0.427789874191507
"S3","樱桃","di","ct",NA,"HH_RF","MMMH",NA,1,"17","S3_17_ct","HH","LHL",NA,"yinping","yangping",NA,"L","8",219.910601262759,-0.466897389554144
"S3","樱桃","di","ct",NA,"HH_RF","MMMH",NA,1,"17","S3_17_ct","HH","LHL",NA,"yinping","yangping",NA,"L","9",218.387165558932,-0.513858272175175
"S3","樱桃","di","ct",NA,"HH_RF","MMMH",NA,1,"17","S3_17_ct","HH","LHL",NA,"yinping","yangping",NA,"L","10",215.919090853861,-0.590637991569658
"S3","樱桃","di","ct",NA,"HH_RF","MMMH",NA,2,"17","S3_17_ct","HH","LHL",NA,"yinping","yangping",NA,"L","11",214.160470739486,-0.645884556801612
"S3","樱桃","di","ct",NA,"HH_RF","MMMH",NA,2,"17","S3_17_ct","HH","LHL",NA,"yinping","yangping",NA,"L","12",208.915915991577,-0.813375648708528
"S3","樱桃","di","ct",NA,"HH_RF","MMMH",NA,2,"17","S3_17_ct","HH","LHL",NA,"yinping","yangping",NA,"L","13",201.710641162167,-1.05047355869527
"S3","樱桃","di","ct",NA,"HH_RF","MMMH",NA,2,"17","S3_17_ct","HH","LHL",NA,"yinping","yangping",NA,"L","14",200.8958899854,-1.07781518879595
"S3","樱桃","di","ct",NA,"HH_RF","MMMH",NA,2,"17","S3_17_ct","HH","LHL",NA,"yinping","yangping",NA,"L","15",205.095370680949,-0.938058042623922
"S3","樱桃","di","ct",NA,"HH_RF","MMMH",NA,2,"17","S3_17_ct","HH","LHL",NA,"yinping","yangping",NA,"L","16",211.038354527671,-0.745092042650202
"S3","樱桃","di","ct",NA,"HH_RF","MMMH",NA,2,"17","S3_17_ct","HH","LHL",NA,"yinping","yangping",NA,"L","17",216.534559622755,-0.571409448650063
"S3","樱桃","di","ct",NA,"HH_RF","MMMH",NA,2,"17","S3_17_ct","HH","LHL",NA,"yinping","yangping",NA,"L","18",222.511390535091,-0.387473145261407
"S3","樱桃","di","ct",NA,"HH_RF","MMMH",NA,2,"17","S3_17_ct","HH","LHL",NA,"yinping","yangping",NA,"L","19",230.888768717064,-0.13780938233778
"S3","樱桃","di","ct",NA,"HH_RF","MMMH",NA,2,"17","S3_17_ct","HH","LHL",NA,"yinping","yangping",NA,"L","20",235.035025106122,-0.0175739805862992
"S3","书房","di","ct",NA,"HH_RF","MMMH",NA,1,"21","S3_21_ct","HH","LHL",NA,"yinping","yangping",NA,"L","1",198.794196217223,-1.14885956298822
"S3","书房","di","ct",NA,"HH_RF","MMMH",NA,1,"21","S3_21_ct","HH","LHL",NA,"yinping","yangping",NA,"L","2",212.653993354815,-0.69357209699826
"S3","书房","di","ct",NA,"HH_RF","MMMH",NA,1,"21","S3_21_ct","HH","LHL",NA,"yinping","yangping",NA,"L","3",219.814407195416,-0.469852997050007
"S3","书房","di","ct",NA,"HH_RF","MMMH",NA,1,"21","S3_21_ct","HH","LHL",NA,"yinping","yangping",NA,"L","4",221.321581474346,-0.423692305755893
"S3","书房","di","ct",NA,"HH_RF","MMMH",NA,1,"21","S3_21_ct","HH","LHL",NA,"yinping","yangping",NA,"L","5",223.40035135268,-0.360538335277734
"S3","书房","di","ct",NA,"HH_RF","MMMH",NA,1,"21","S3_21_ct","HH","LHL",NA,"yinping","yangping",NA,"L","6",225.552249969046,-0.295778718516388
"S3","书房","di","ct",NA,"HH_RF","MMMH",NA,1,"21","S3_21_ct","HH","LHL",NA,"yinping","yangping",NA,"L","7",226.489448438292,-0.267767414640427
"S3","书房","di","ct",NA,"HH_RF","MMMH",NA,1,"21","S3_21_ct","HH","LHL",NA,"yinping","yangping",NA,"L","8",225.741317778248,-0.290118436058432
"S3","书房","di","ct",NA,"HH_RF","MMMH",NA,1,"21","S3_21_ct","HH","LHL",NA,"yinping","yangping",NA,"L","9",223.488636281005,-0.357869224790397
"S3","书房","di","ct",NA,"HH_RF","MMMH",NA,1,"21","S3_21_ct","HH","LHL",NA,"yinping","yangping",NA,"L","10",220.456735053881,-0.450141642211334
"S3","书房","di","ct",NA,"HH_RF","MMMH",NA,2,"21","S3_21_ct","HH","LHL",NA,"yinping","yangping",NA,"L","11",217.810735483492,-0.531712576936528
"S3","书房","di","ct",NA,"HH_RF","MMMH",NA,2,"21","S3_21_ct","HH","LHL",NA,"yinping","yangping",NA,"L","12",214.579251575683,-0.632687628852657
"S3","书房","di","ct",NA,"HH_RF","MMMH",NA,2,"21","S3_21_ct","HH","LHL",NA,"yinping","yangping",NA,"L","13",216.209133436311,-0.581569630046544
"S3","书房","di","ct",NA,"HH_RF","MMMH",NA,2,"21","S3_21_ct","HH","LHL",NA,"yinping","yangping",NA,"L","14",221.678793702292,-0.412797940112682
"S3","书房","di","ct",NA,"HH_RF","MMMH",NA,2,"21","S3_21_ct","HH","LHL",NA,"yinping","yangping",NA,"L","15",228.202421332758,-0.216867742279621
"S3","书房","di","ct",NA,"HH_RF","MMMH",NA,2,"21","S3_21_ct","HH","LHL",NA,"yinping","yangping",NA,"L","16",235.541861190222,-0.00302218005339555
"S3","书房","di","ct",NA,"HH_RF","MMMH",NA,2,"21","S3_21_ct","HH","LHL",NA,"yinping","yangping",NA,"L","17",240.74693193499,0.144634532132721
"S3","书房","di","ct",NA,"HH_RF","MMMH",NA,2,"21","S3_21_ct","HH","LHL",NA,"yinping","yangping",NA,"L","18",237.943578828337,0.0655106511561738
"S3","书房","di","ct",NA,"HH_RF","MMMH",NA,2,"21","S3_21_ct","HH","LHL",NA,"yinping","yangping",NA,"L","19",222.492497880786,-0.388046744812112
"S3","书房","di","ct",NA,"HH_RF","MMMH",NA,2,"21","S3_21_ct","HH","LHL",NA,"yinping","yangping",NA,"L","20",205.946219961193,-0.910090963016305
"S3","青豆","di","ct",NA,"HH_LH","MMMH",NA,1,"25","S3_25_ct","HH","LH",NA,"yinping","yangqu",NA,"L","1",238.179215046499,0.072197211003813
"S3","青豆","di","ct",NA,"HH_LH","MMMH",NA,1,"25","S3_25_ct","HH","LH",NA,"yinping","yangqu",NA,"L","2",244.901249166428,0.260210652983488
"S3","青豆","di","ct",NA,"HH_LH","MMMH",NA,1,"25","S3_25_ct","HH","LH",NA,"yinping","yangqu",NA,"L","3",237.493948018651,0.0527332548898438
"S3","青豆","di","ct",NA,"HH_LH","MMMH",NA,1,"25","S3_25_ct","HH","LH",NA,"yinping","yangqu",NA,"L","4",230.372304450615,-0.152937095632943
"S3","青豆","di","ct",NA,"HH_LH","MMMH",NA,1,"25","S3_25_ct","HH","LH",NA,"yinping","yangqu",NA,"L","5",227.752021466416,-0.230213909821246
"S3","青豆","di","ct",NA,"HH_LH","MMMH",NA,1,"25","S3_25_ct","HH","LH",NA,"yinping","yangqu",NA,"L","6",225.679271110531,-0.291975456703865
"S3","青豆","di","ct",NA,"HH_LH","MMMH",NA,1,"25","S3_25_ct","HH","LH",NA,"yinping","yangqu",NA,"L","7",223.037181744836,-0.371529115492636
"S3","青豆","di","ct",NA,"HH_LH","MMMH",NA,1,"25","S3_25_ct","HH","LH",NA,"yinping","yangqu",NA,"L","8",220.162780561652,-0.459155196260114
"S3","青豆","di","ct",NA,"HH_LH","MMMH",NA,1,"25","S3_25_ct","HH","LH",NA,"yinping","yangqu",NA,"L","9",216.526884113043,-0.571648911053029
"S3","青豆","di","ct",NA,"HH_LH","MMMH",NA,1,"25","S3_25_ct","HH","LH",NA,"yinping","yangqu",NA,"L","10",212.338843731154,-0.703590878196682
"S3","青豆","di","ct",NA,"HH_LH","MMMH",NA,2,"25","S3_25_ct","HH","LH",NA,"yinping","yangqu",NA,"L","11",209.694767061324,-0.788238023633622
"S3","青豆","di","ct",NA,"HH_LH","MMMH",NA,2,"25","S3_25_ct","HH","LH",NA,"yinping","yangqu",NA,"L","12",211.926466565006,-0.71672305899199
"S3","青豆","di","ct",NA,"HH_LH","MMMH",NA,2,"25","S3_25_ct","HH","LH",NA,"yinping","yangqu",NA,"L","13",215.834897316456,-0.593272636140084
"S3","青豆","di","ct",NA,"HH_LH","MMMH",NA,2,"25","S3_25_ct","HH","LH",NA,"yinping","yangqu",NA,"L","14",222.801776591785,-0.378662861137902
"S3","青豆","di","ct",NA,"HH_LH","MMMH",NA,2,"25","S3_25_ct","HH","LH",NA,"yinping","yangqu",NA,"L","15",232.195665953675,-0.0996798007922215
"S3","青豆","di","ct",NA,"HH_LH","MMMH",NA,2,"25","S3_25_ct","HH","LH",NA,"yinping","yangqu",NA,"L","16",241.904944608344,0.177050558483036
"S3","青豆","di","ct",NA,"HH_LH","MMMH",NA,2,"25","S3_25_ct","HH","LH",NA,"yinping","yangqu",NA,"L","17",251.184132257312,0.431332477130053
"S3","青豆","di","ct",NA,"HH_LH","MMMH",NA,2,"25","S3_25_ct","HH","LH",NA,"yinping","yangqu",NA,"L","18",253.518572615592,0.49382526187556
"S3","青豆","di","ct",NA,"HH_LH","MMMH",NA,2,"25","S3_25_ct","HH","LH",NA,"yinping","yangqu",NA,"L","19",242.907938709812,0.205002017130492
"S3","青豆","di","ct",NA,"HH_LH","MMMH",NA,2,"25","S3_25_ct","HH","LH",NA,"yinping","yangqu",NA,"L","20",220.967170281059,-0.434518635688794
"S3","新店","di","ct",NA,"HL_HL","HMML","HHML",1,"38","S3_38_ct","HL","HL",NA,"yinping","yinqu",NA,"M","1",304.53396072972,1.73239353079125
"S3","新店","di","ct",NA,"HL_HL","HMML","HHML",1,"38","S3_38_ct","HL","HL",NA,"yinping","yinqu",NA,"M","2",346.191957080659,2.59850590739341
"S3","新店","di","ct",NA,"HL_HL","HMML","HHML",1,"38","S3_38_ct","HL","HL",NA,"yinping","yinqu",NA,"M","3",364.972281834768,2.95537899965793
"S3","新店","di","ct",NA,"HL_HL","HMML","HHML",1,"38","S3_38_ct","HL","HL",NA,"yinping","yinqu",NA,"M","4",359.988283509708,2.86249306050928
"S3","新店","di","ct",NA,"HL_HL","HMML","HHML",1,"38","S3_38_ct","HL","HL",NA,"yinping","yinqu",NA,"M","5",354.743627145107,2.76335023526853
"S3","新店","di","ct",NA,"HL_HL","HMML","HHML",1,"38","S3_38_ct","HL","HL",NA,"yinping","yinqu",NA,"M","6",348.53351613834,2.64404382502154
"S3","新店","di","ct",NA,"HL_HL","HMML","HHML",1,"38","S3_38_ct","HL","HL",NA,"yinping","yinqu",NA,"M","7",343.492559460397,2.54562508114415
"S3","新店","di","ct",NA,"HL_HL","HMML","HHML",1,"38","S3_38_ct","HL","HL",NA,"yinping","yinqu",NA,"M","8",342.432062272448,2.52473629974947
"S3","新店","di","ct",NA,"HL_HL","HMML","HHML",1,"38","S3_38_ct","HL","HL",NA,"yinping","yinqu",NA,"M","9",341.129205782683,2.49898499195494
"S3","新店","di","ct",NA,"HL_HL","HMML","HHML",1,"38","S3_38_ct","HL","HL",NA,"yinping","yinqu",NA,"M","10",331.077201384795,2.29693351611167
"S3","新店","di","ct",NA,"HL_HL","HMML","HHML",2,"38","S3_38_ct","HL","HL",NA,"yinping","yinqu",NA,"M","11",304.428079851376,1.73004440134957
"S3","新店","di","ct",NA,"HL_HL","HMML","HHML",2,"38","S3_38_ct","HL","HL",NA,"yinping","yinqu",NA,"M","12",274.90345515493,1.04089519326693
"S3","新店","di","ct",NA,"HL_HL","HMML","HHML",2,"38","S3_38_ct","HL","HL",NA,"yinping","yinqu",NA,"M","13",255.423460319568,0.544394069834549
"S3","新店","di","ct",NA,"HL_HL","HMML","HHML",2,"38","S3_38_ct","HL","HL",NA,"yinping","yinqu",NA,"M","14",240.806039952379,0.146292904135468
"S3","新店","di","ct",NA,"HL_HL","HMML","HHML",2,"38","S3_38_ct","HL","HL",NA,"yinping","yinqu",NA,"M","15",225.447007784685,-0.298931498498156
"S3","新店","di","ct",NA,"HL_HL","HMML","HHML",2,"38","S3_38_ct","HL","HL",NA,"yinping","yinqu",NA,"M","16",212.754705867504,-0.690373520786856
"S3","新店","di","ct",NA,"HL_HL","HMML","HHML",2,"38","S3_38_ct","HL","HL",NA,"yinping","yinqu",NA,"M","17",204.600356305033,-0.954382404690107
"S3","新店","di","ct",NA,"HL_HL","HMML","HHML",2,"38","S3_38_ct","HL","HL",NA,"yinping","yinqu",NA,"M","18",200.495711474157,-1.09128511625597
"S3","新店","di","ct",NA,"HL_HL","HMML","HHML",2,"38","S3_38_ct","HL","HL",NA,"yinping","yinqu",NA,"M","19",199.853283059779,-1.11296545193225
"S3","新店","di","ct",NA,"HL_HL","HMML","HHML",2,"38","S3_38_ct","HL","HL",NA,"yinping","yinqu",NA,"M","20",204.512681732939,-0.95727781403259
"S3","新车","di","ct",NA,"HL_HH","MMMH","LLRF",1,"45","S3_45_ct","HL","HH",NA,"yinping","yinping",NA,"M","1",210.41527347241,-0.76506648652109
"S3","新车","di","ct",NA,"HL_HH","MMMH","LLRF",1,"45","S3_45_ct","HL","HH",NA,"yinping","yinping",NA,"M","2",216.910212753924,-0.55970009339331
"S3","新车","di","ct",NA,"HL_HH","MMMH","LLRF",1,"45","S3_45_ct","HL","HH",NA,"yinping","yinping",NA,"M","3",216.103859770099,-0.584859669439022
"S3","新车","di","ct",NA,"HL_HH","MMMH","LLRF",1,"45","S3_45_ct","HL","HH",NA,"yinping","yinping",NA,"M","4",211.514573592907,-0.729865353681262
"S3","新车","di","ct",NA,"HL_HH","MMMH","LLRF",1,"45","S3_45_ct","HL","HH",NA,"yinping","yinping",NA,"M","5",210.148736296986,-0.773629080961893
"S3","新车","di","ct",NA,"HL_HH","MMMH","LLRF",1,"45","S3_45_ct","HL","HH",NA,"yinping","yinping",NA,"M","6",211.936567787599,-0.716401079634991
"S3","新车","di","ct",NA,"HL_HH","MMMH","LLRF",1,"45","S3_45_ct","HL","HH",NA,"yinping","yinping",NA,"M","7",214.388770924633,-0.638686998293222
"S3","新车","di","ct",NA,"HL_HH","MMMH","LLRF",1,"45","S3_45_ct","HL","HH",NA,"yinping","yinping",NA,"M","8",215.513432012987,-0.603341621177841
"S3","新车","di","ct",NA,"HL_HH","MMMH","LLRF",1,"45","S3_45_ct","HL","HH",NA,"yinping","yinping",NA,"M","9",216.097585409045,-0.585055807971538
"S3","新车","di","ct",NA,"HL_HH","MMMH","LLRF",1,"45","S3_45_ct","HL","HH",NA,"yinping","yinping",NA,"M","10",221.710873851536,-0.411820409329647
"S3","新车","di","ct",NA,"HL_HH","MMMH","LLRF",2,"45","S3_45_ct","HL","HH",NA,"yinping","yinping",NA,"M","11",231.810187928759,-0.110904013684323
"S3","新车","di","ct",NA,"HL_HH","MMMH","LLRF",2,"45","S3_45_ct","HL","HH",NA,"yinping","yinping",NA,"M","12",226.949964429148,-0.254045799686486
"S3","新车","di","ct",NA,"HL_HH","MMMH","LLRF",2,"45","S3_45_ct","HL","HH",NA,"yinping","yinping",NA,"M","13",215.724303862403,-0.596734967913102
"S3","新车","di","ct",NA,"HL_HH","MMMH","LLRF",2,"45","S3_45_ct","HL","HH",NA,"yinping","yinping",NA,"M","14",220.377386926132,-0.452573516469577
"S3","新车","di","ct",NA,"HL_HH","MMMH","LLRF",2,"45","S3_45_ct","HL","HH",NA,"yinping","yinping",NA,"M","15",232.154701970035,-0.100871690367326
